hotel_id,address,rank,phone,n_Excellent,n_VeryGood,n_Average,n_Poor,n_Terrible,amenities,hotel_class
3425,"9 Sukhumvit 59, Sukhumvit Road, Klongtan-Nua, Wattana,, Khlong Tan Nuea, Bangkok 10110, Thailand",#340,,2,1,1,1,0,,50
3426,"426-430 Rongmueang Rd., None, Bangkok 10330, Thailand",#717,,3,12,18,5,2,Free High Speed Internet (WiFi) | Air conditioning,20
3427,"467 soi watanasil, rachaparop rd., makkasan, ratchatewee,  10400, None, Bangkok 10400, Thailand",#658,,25,69,61,28,38,Free parking | Restaurant | Bar/Lounge | Free High Speed Internet (WiFi) | Room service | Spa | Breakfast included | Business Center with Internet Access | Concierge | Dry Cleaning | Laundry Service | Multilingual Staff | Non-smoking hotel | Air conditioning | Minibar | Refrigerator in room | Non-smoking rooms,25
3428,"26 Rom Klao Road, Romklao Soi 6, None, Bangkok 10510, Thailand",#353,,1,2,1,0,1,Room service | Free parking | Restaurant | Spa | Free High Speed Internet (WiFi) | Breakfast included | Bar/Lounge | Airport transportation | Business Center with Internet Access | Concierge | Dry Cleaning | Golf course | Laundry Service | Meeting rooms | Non-smoking hotel | Wheelchair access | Air conditioning | Suites,30
3429,"392/40 Sukhumvit Road Soi 20, Klong Toey, Bangkok 10110, Thailand",#342,,4,5,2,1,3,Pool | Bar/Lounge | Breakfast included | Fitness Center with Gym / Workout Room | Free High Speed Internet (WiFi) | Breakfast Available | Business Center with Internet Access | Concierge | Dry Cleaning | Laundry Service | Non-smoking hotel | Outdoor pool | Public Wifi | Air conditioning | Minibar | Non-smoking rooms | Suites,40
3430,"225 Soi Sukhumvit 4, Sukhumvit Road, Klongtoey, None, Bangkok 10110, Thailand",#667,,13,35,21,14,11,Pool | Room service | Free parking | Restaurant | Free High Speed Internet (WiFi) | Fitness Center with Gym / Workout Room | Bar/Lounge | Airport transportation | Laundry Service | Non-smoking hotel | Outdoor pool | Shuttle Bus Service | Air conditioning | Refrigerator in room | Family Rooms | Non-smoking rooms,35
3431,"1091/333-4 New Petchburi Road 35, Rajthevee, Bangkok 10400, Thailand",#662,,56,219,180,52,71,Restaurant | Free High Speed Internet (WiFi) | Breakfast included | Concierge | Dry Cleaning | Laundry Service | Non-smoking hotel | Air conditioning | Refrigerator in room | Non-smoking rooms,30
3432,"11 Sutthisan Winitchai Road, Samsen Nai, Phaya Thai, Bangkok 10400, Thailand",#715,,,,,,,,
3433,"No.1/50-51 Sukhumvit 39 Alley , Klongton-Nua Sub District, None, Bangkok 10110, Thailand",#718,,6,6,3,1,5,Free High Speed Internet (WiFi) | Free parking | Airport transportation | Concierge | Laundry Service | Non-smoking hotel | Air conditioning | Refrigerator in room | Family Rooms,30
3434,"84-86 Prasumeru Road, Chanasongkram, Pranakorn, None, Bangkok 10200, Thailand",#348,,3,22,18,6,8,Free parking | Free High Speed Internet (WiFi) | Business Center with Internet Access | Laundry Service | Non-smoking hotel | Air conditioning | Refrigerator in room,30
3435,"Phahonyothin Road, 74 Soi Pradipat 25 Pradipat Road Samsennai Phayathay, Bangkok 10400, Thailand",#707,,2,11,15,3,1,Free High Speed Internet (WiFi) | Fitness Center with Gym / Workout Room | Non-smoking hotel | Air conditioning | Refrigerator in room | Kitchenette,20
3436,"43 Sukhumvit Soi 1, None, Bangkok 10110, Thailand",#350,,1,3,0,0,0,Room service | Free High Speed Internet (WiFi) | Concierge | Dry Cleaning | Laundry Service | Non-smoking hotel | Public Wifi | Air conditioning | Microwave | Refrigerator in room | Non-smoking rooms,20
3437,"13 Sathorn Tai Road, None, Bangkok 10120, Thailand",#709,,1,8,7,0,1,Room service | Restaurant | Free High Speed Internet (WiFi) | Concierge | Non-smoking hotel | Family Rooms,
3438,"354 Somdet Chao Phraya Road, Klongsan, Bangkok 10600, Thailand",#700,,2,0,0,0,0,Free High Speed Internet (WiFi) | Breakfast Available | Dry Cleaning | Non-smoking hotel | Public Wifi | Self-Serve Laundry | Air conditioning | Non-smoking rooms,15
3439,"645/14 Petchburi Rd., None, Bangkok 10400, Thailand",#701,,2,1,2,0,0,Bar/Lounge | Free High Speed Internet (WiFi) | Laundry Service | Non-smoking hotel | Air conditioning,20
3440,"3-5 Phahonyothin Soi 15, None, Bangkok, Thailand",#655,,,,,,,,
3441,"36 Sukhumvit Soi 1 Road, None, Bangkok 10110, Thailand",#344,,2,6,7,1,1,Free High Speed Internet (WiFi) | Non-smoking hotel | Public Wifi | Air conditioning | Refrigerator in room | Non-smoking rooms,30
3442,"762, 764 Thanon Chroen Rat, Khlong Ton Sai, Khlong San, None, Bangkok 10600, Thailand",#345,,2,0,0,0,0,Air conditioning | Microwave | Minibar | Refrigerator in room | Kitchenette,
3443,"496/35 Prachar Rat Sai 2 Road, Soi Num Chai, Bang Sue, Bangkok 10800, Thailand",#706,,2,2,0,1,0,Free parking | Free High Speed Internet (WiFi) | Concierge | Laundry Service | Multilingual Staff | Non-smoking hotel | Public Wifi | Self-Serve Laundry | Wheelchair access | Air conditioning | Refrigerator in room | Family Rooms | Non-smoking rooms | Suites,
3444,"6 Soi Supapong 3 Yaek 1, Srinakarin Road, None, Bangkok 10250, Thailand",#710,,1,6,4,0,1,Free parking | Restaurant | Free High Speed Internet (WiFi) | Fitness Center with Gym / Workout Room | Laundry Service | Multilingual Staff | Non-smoking hotel | Public Wifi | Self-Serve Laundry | Air conditioning | Refrigerator in room | Non-smoking rooms,30
3445,"17/2 Sukhumvit Soi 6, Klongtoey, Bangkok 10110, Thailand",#352,,2,5,2,3,0,Room service | Restaurant | Bar/Lounge | Free High Speed Internet (WiFi) | Dry Cleaning | Laundry Service | Non-smoking hotel | Air conditioning | Refrigerator in room,
3446,"270 Soi Ratchada14, None, Bangkok, Thailand",#355,,0,6,4,1,0,Free High Speed Internet (WiFi) | Public Wifi | Air conditioning | Refrigerator in room,20
3447,"258 Soi Charoenrat 3, Thung Wat Don, Sathorn, Bangkok 10120, Thailand",#664,,1,1,0,0,0,,40
3448,"582/30, Soi Ratchadaphisek 3, Din Daeng, None, Bangkok 10400, Thailand",#723,,1,1,0,0,0,,20
3449,"72/5 Soi Samsen 2, Samsen Road, Phra Nakorn, Bangkok 10200, Thailand",#357,,1,1,0,0,0,Restaurant | Free High Speed Internet (WiFi) | Breakfast included | Airport transportation | Suites,30
3450,"1456 Krung Kasem Rd, Wat Thep Sirin, Pom Prap, Bangkok 10100, Thailand",#725,,4,6,3,0,0,Free High Speed Internet (WiFi) | Airport transportation | Dry Cleaning | Non-smoking hotel | Self-Serve Laundry | Family Rooms,20
3451,"2/1-3 Petkasem Road, Soi 35/1 Bangwaa, Pasicharoen, None, Bangkok 10160, Thailand",#667,,2,8,6,1,2,Free parking | Free High Speed Internet (WiFi) | Room service | Restaurant | Laundry Service | Air conditioning,30
3452,"106/1 Soi Sri-Bamphen, Sathorn Road, None, Bangkok 10120, Thailand",#662,,13,33,17,5,12,Free High Speed Internet (WiFi) | Free parking | Restaurant | Multilingual Staff | Non-smoking hotel | Public Wifi | Air conditioning | Refrigerator in room | Non-smoking rooms | Smoking rooms available | Suites,30
3453,"125/7 Soi Ruamrudee, Ploenchit Road, Lumpini, Pathumwan, Bangkok 10330, Thailand",#659,,6,26,28,8,6,Restaurant | Free High Speed Internet (WiFi) | Room service | Free parking | Airport transportation | Concierge | Dry Cleaning | Laundry Service | Non-smoking hotel | Air conditioning | Minibar | Refrigerator in room | Non-smoking rooms,35
3454,"112 Soi Sri Ayudhaya 2, Ratchathewi, Bangkok, Thailand",#664,,2,2,3,2,0,,25
3455,"9 Sukhumvit 59, Sukhumvit Road, Klongtan-Nua, Wattana,, Khlong Tan Nuea, Bangkok 10110, Thailand",#340,,,,,,,,
3456,"426-430 Rongmueang Rd., None, Bangkok 10330, Thailand",#717,,3,12,18,5,2,Free High Speed Internet (WiFi) | Air conditioning,20
3457,"467 soi watanasil, rachaparop rd., makkasan, ratchatewee,  10400, None, Bangkok 10400, Thailand",#658,,,,,,,,
3458,"26 Rom Klao Road, Romklao Soi 6, None, Bangkok 10510, Thailand",#478,,1,2,1,0,1,Room service | Free parking | Restaurant | Spa | Free High Speed Internet (WiFi) | Breakfast included | Bar/Lounge | Airport transportation | Business Center with Internet Access | Concierge | Dry Cleaning | Golf course | Laundry Service | Meeting rooms | Non-smoking hotel | Wheelchair access | Air conditioning | Suites,30
3459,"392/40 Sukhumvit Road Soi 20, Klong Toey, Bangkok 10110, Thailand",#342,,,,,,,,
3460,"225 Soi Sukhumvit 4, Sukhumvit Road, Klongtoey, None, Bangkok 10110, Thailand",#667,,13,35,21,14,11,Pool | Room service | Free parking | Restaurant | Free High Speed Internet (WiFi) | Fitness Center with Gym / Workout Room | Bar/Lounge | Airport transportation | Laundry Service | Non-smoking hotel | Outdoor pool | Shuttle Bus Service | Air conditioning | Refrigerator in room | Family Rooms | Non-smoking rooms,35
3461,"1091/333-4 New Petchburi Road 35, Rajthevee, Bangkok 10400, Thailand",#663,,56,219,180,52,71,Restaurant | Free High Speed Internet (WiFi) | Breakfast included | Concierge | Dry Cleaning | Laundry Service | Non-smoking hotel | Air conditioning | Refrigerator in room | Non-smoking rooms,30
3462,"11 Sutthisan Winitchai Road, Samsen Nai, Phaya Thai, Bangkok 10400, Thailand",#715,,10,5,1,1,4,Free parking | Free High Speed Internet (WiFi) | Breakfast included | Restaurant | Concierge | Non-smoking hotel | Self-Serve Laundry | Air conditioning | Family Rooms | Kitchenette | Non-smoking rooms,20
3463,"No.1/50-51 Sukhumvit 39 Alley , Klongton-Nua Sub District, None, Bangkok 10110, Thailand",#718,,6,6,3,1,5,Free High Speed Internet (WiFi) | Free parking | Airport transportation | Concierge | Laundry Service | Non-smoking hotel | Air conditioning | Refrigerator in room | Family Rooms,30
3464,"84-86 Prasumeru Road, Chanasongkram, Pranakorn, None, Bangkok 10200, Thailand",#348,,3,22,18,6,8,Free parking | Free High Speed Internet (WiFi) | Business Center with Internet Access | Laundry Service | Non-smoking hotel | Air conditioning | Refrigerator in room,30
3465,"Phahonyothin Road, 74 Soi Pradipat 25 Pradipat Road Samsennai Phayathay, Bangkok 10400, Thailand",#707,,2,11,15,3,1,Free High Speed Internet (WiFi) | Fitness Center with Gym / Workout Room | Non-smoking hotel | Air conditioning | Refrigerator in room | Kitchenette,20
3466,"43 Sukhumvit Soi 1, None, Bangkok 10110, Thailand",#350,,1,3,0,0,0,Room service | Free High Speed Internet (WiFi) | Concierge | Dry Cleaning | Laundry Service | Non-smoking hotel | Public Wifi | Air conditioning | Microwave | Refrigerator in room | Non-smoking rooms,20
3467,"13 Sathorn Tai Road, None, Bangkok 10120, Thailand",#709,,1,8,7,0,1,Room service | Restaurant | Free High Speed Internet (WiFi) | Concierge | Non-smoking hotel | Family Rooms,
3468,"354 Somdet Chao Phraya Road, Klongsan, Bangkok 10600, Thailand",#700,,2,0,0,0,0,Free High Speed Internet (WiFi) | Breakfast Available | Dry Cleaning | Non-smoking hotel | Public Wifi | Self-Serve Laundry | Air conditioning | Non-smoking rooms,15
3469,"645/14 Petchburi Rd., None, Bangkok 10400, Thailand",#701,,2,1,2,0,0,Bar/Lounge | Free High Speed Internet (WiFi) | Laundry Service | Non-smoking hotel | Air conditioning,20
3470,"3-5 Phahonyothin Soi 15, None, Bangkok, Thailand",#655,,2,0,3,0,0,,35
3471,"36 Sukhumvit Soi 1 Road, None, Bangkok 10110, Thailand",#344,,2,6,7,1,1,Free High Speed Internet (WiFi) | Non-smoking hotel | Public Wifi | Air conditioning | Refrigerator in room | Non-smoking rooms,30
3472,"None, None, NoneNone",,,2,0,0,0,0,Air conditioning | Microwave | Minibar | Refrigerator in room | Kitchenette,
3473,"496/35 Prachar Rat Sai 2 Road, Soi Num Chai, Bang Sue, Bangkok 10800, Thailand",#706,,2,2,0,1,0,Free parking | Free High Speed Internet (WiFi) | Concierge | Laundry Service | Multilingual Staff | Non-smoking hotel | Public Wifi | Self-Serve Laundry | Wheelchair access | Air conditioning | Refrigerator in room | Family Rooms | Non-smoking rooms | Suites,
3474,"6 Soi Supapong 3 Yaek 1, Srinakarin Road, None, Bangkok 10250, Thailand",#710,,1,6,4,0,1,Free parking | Restaurant | Free High Speed Internet (WiFi) | Fitness Center with Gym / Workout Room | Laundry Service | Multilingual Staff | Non-smoking hotel | Public Wifi | Self-Serve Laundry | Air conditioning | Refrigerator in room | Non-smoking rooms,30
3475,"17/2 Sukhumvit Soi 6, Klongtoey, Bangkok 10110, Thailand",#352,,2,5,2,3,0,Room service | Restaurant | Bar/Lounge | Free High Speed Internet (WiFi) | Dry Cleaning | Laundry Service | Non-smoking hotel | Air conditioning | Refrigerator in room,
3476,"270 Soi Ratchada14, None, Bangkok, Thailand",#355,,0,6,4,1,0,Free High Speed Internet (WiFi) | Public Wifi | Air conditioning | Refrigerator in room,20
3477,"258 Soi Charoenrat 3, Thung Wat Don, Sathorn, Bangkok 10120, Thailand",#664,,1,1,0,0,0,,40
3478,"582/30, Soi Ratchadaphisek 3, Din Daeng, None, Bangkok 10400, Thailand",#723,,1,1,0,0,0,,20
3479,"72/5 Soi Samsen 2, Samsen Road, Phra Nakorn, Bangkok 10200, Thailand",#356,,,,,,,,
3480,"1456 Krung Kasem Rd, Wat Thep Sirin, Pom Prap, Bangkok 10100, Thailand",#725,,4,6,3,0,0,Free High Speed Internet (WiFi) | Airport transportation | Dry Cleaning | Non-smoking hotel | Self-Serve Laundry | Family Rooms,20
3481,"2/1-3 Petkasem Road, Soi 35/1 Bangwaa, Pasicharoen, None, Bangkok 10160, Thailand",#667,,2,8,6,1,2,Free parking | Free High Speed Internet (WiFi) | Room service | Restaurant | Laundry Service | Air conditioning,30
3482,"106/1 Soi Sri-Bamphen, Sathorn Road, None, Bangkok 10120, Thailand",#661,,13,33,17,5,12,Free High Speed Internet (WiFi) | Free parking | Restaurant | Multilingual Staff | Non-smoking hotel | Public Wifi | Air conditioning | Refrigerator in room | Non-smoking rooms | Smoking rooms available | Suites,30
3483,"125/7 Soi Ruamrudee, Ploenchit Road, Lumpini, Pathumwan, Bangkok 10330, Thailand",#659,,6,26,28,8,6,Restaurant | Free High Speed Internet (WiFi) | Room service | Free parking | Airport transportation | Concierge | Dry Cleaning | Laundry Service | Non-smoking hotel | Air conditioning | Minibar | Refrigerator in room | Non-smoking rooms,35
3484,"112 Soi Sri Ayudhaya 2, Ratchathewi, Bangkok, Thailand",#664,,2,2,3,2,0,,25
3485,"9 Sukhumvit 59, Sukhumvit Road, Klongtan-Nua, Wattana,, Khlong Tan Nuea, Bangkok 10110, Thailand",#341,,2,1,1,1,0,,50
3486,"426-430 Rongmueang Rd., None, Bangkok 10330, Thailand",#717,,3,12,18,5,2,Free High Speed Internet (WiFi) | Air conditioning,20
3487,"467 soi watanasil, rachaparop rd., makkasan, ratchatewee,  10400, None, Bangkok 10400, Thailand",#658,,25,69,61,28,38,Free parking | Restaurant | Bar/Lounge | Free High Speed Internet (WiFi) | Room service | Spa | Breakfast included | Business Center with Internet Access | Concierge | Dry Cleaning | Laundry Service | Multilingual Staff | Non-smoking hotel | Air conditioning | Minibar | Refrigerator in room | Non-smoking rooms,25
3488,"26 Rom Klao Road, Romklao Soi 6, None, Bangkok 10510, Thailand",#478,,1,2,1,0,1,Room service | Free parking | Restaurant | Spa | Free High Speed Internet (WiFi) | Breakfast included | Bar/Lounge | Airport transportation | Business Center with Internet Access | Concierge | Dry Cleaning | Golf course | Laundry Service | Meeting rooms | Non-smoking hotel | Wheelchair access | Air conditioning | Suites,30
3489,"392/40 Sukhumvit Road Soi 20, Klong Toey, Bangkok 10110, Thailand",#342,,4,5,2,1,3,Pool | Bar/Lounge | Breakfast included | Fitness Center with Gym / Workout Room | Free High Speed Internet (WiFi) | Breakfast Available | Business Center with Internet Access | Concierge | Dry Cleaning | Laundry Service | Non-smoking hotel | Outdoor pool | Public Wifi | Air conditioning | Minibar | Non-smoking rooms | Suites,40
3490,"225 Soi Sukhumvit 4, Sukhumvit Road, Klongtoey, None, Bangkok 10110, Thailand",#667,,13,35,21,14,11,Pool | Room service | Free parking | Restaurant | Free High Speed Internet (WiFi) | Fitness Center with Gym / Workout Room | Bar/Lounge | Airport transportation | Laundry Service | Non-smoking hotel | Outdoor pool | Shuttle Bus Service | Air conditioning | Refrigerator in room | Family Rooms | Non-smoking rooms,35
3491,"1091/333-4 New Petchburi Road 35, Rajthevee, Bangkok 10400, Thailand",#662,,56,219,180,52,71,Restaurant | Free High Speed Internet (WiFi) | Breakfast included | Concierge | Dry Cleaning | Laundry Service | Non-smoking hotel | Air conditioning | Refrigerator in room | Non-smoking rooms,30
3492,"None, None, NoneNone",,,10,5,1,1,4,Free parking | Free High Speed Internet (WiFi) | Breakfast included | Restaurant | Concierge | Non-smoking hotel | Self-Serve Laundry | Air conditioning | Family Rooms | Kitchenette | Non-smoking rooms,20
3493,"No.1/50-51 Sukhumvit 39 Alley , Klongton-Nua Sub District, None, Bangkok 10110, Thailand",#718,,6,6,3,1,5,Free High Speed Internet (WiFi) | Free parking | Airport transportation | Concierge | Laundry Service | Non-smoking hotel | Air conditioning | Refrigerator in room | Family Rooms,30
3494,"84-86 Prasumeru Road, Chanasongkram, Pranakorn, None, Bangkok 10200, Thailand",#348,,3,22,18,6,8,Free parking | Free High Speed Internet (WiFi) | Business Center with Internet Access | Laundry Service | Non-smoking hotel | Air conditioning | Refrigerator in room,30
3495,"Phahonyothin Road, 74 Soi Pradipat 25 Pradipat Road Samsennai Phayathay, Bangkok 10400, Thailand",#707,,2,11,15,3,1,Free High Speed Internet (WiFi) | Fitness Center with Gym / Workout Room | Non-smoking hotel | Air conditioning | Refrigerator in room | Kitchenette,20
3496,"None, None, NoneNone",,,1,3,0,0,0,Room service | Free High Speed Internet (WiFi) | Concierge | Dry Cleaning | Laundry Service | Non-smoking hotel | Public Wifi | Air conditioning | Microwave | Refrigerator in room | Non-smoking rooms,20
3497,"None, None, NoneNone",,,1,8,7,0,1,Room service | Restaurant | Free High Speed Internet (WiFi) | Concierge | Non-smoking hotel | Family Rooms,
3498,"354 Somdet Chao Phraya Road, Klongsan, Bangkok 10600, Thailand",#700,,2,0,0,0,0,Free High Speed Internet (WiFi) | Breakfast Available | Dry Cleaning | Non-smoking hotel | Public Wifi | Self-Serve Laundry | Air conditioning | Non-smoking rooms,15
3499,"645/14 Petchburi Rd., None, Bangkok 10400, Thailand",#701,,2,1,2,0,0,Bar/Lounge | Free High Speed Internet (WiFi) | Laundry Service | Non-smoking hotel | Air conditioning,20
